ClassID,Weight,ItemGrade,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,ReopenDiscountRatio,BelongingCount,LifeTime,ItemLifeTimeOver,DynamicLifeTime,PackageTradeCount,ClassName,Name,ItemType,Journal,GroupName,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,TooltipImage,Icon,SpineTooltipImage,ReqToolTip,TooltipValue,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,TeamTrade,ShopTrade,MarketTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,AllowDuplicate,AllowReopen,NotExist,LogoutSave,PVPMap,ItemLifeTime,MarketCategory,DynamicCalcLifeTimeFunc,EnableEquipMap,PVP,LifeTime_Limitcheck,PackageTradeAble,Package,CubeDuplicate,ExpireDateTime,Reinforce_Type,CustomToolTip,ClassType2
10000089,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,1000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_1000_4,"[당신의 마스터] 특성 포인트 1,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint,icon_item_abilitypoint,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 1000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}9월 24일 오전 6시에 삭제됩니다.{/},item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Premium_Consume,,,NO,,NO,,,2020-10-20 00:00:00,,,
10000090,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_Adventure_Reward_Seed_5,[반짝이는 보석] 축복이 깃든 씨앗,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_event161215_01,icon_item_event161215_01,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,사용 시 여신의 축복이 깃든 새싹이 핍니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_161215EVENT_SEED,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_161215EVENT_SEED,YES,,,,,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-09-22 00:00,,,
10000091,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,0,0,0,0,0,0,0,Event_Goddess_Statue_Team_5,[반짝이는 보석] 여신의 조각상,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_farm47_broken_zemina,icon_item_farm47_broken_zemina,,마우스 오른쪽 버튼 클릭으로 사용,,5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_hp_1,consume_drink,,SCR_USE_ITEM_GODDESS_STATUE,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_GODDESS_EV,YES,,,,YES,,,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-09-22 00:00,,,
10000092,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_10000_7,"[반짝이는 보석] 특성 포인트 10,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint4,icon_item_abilitypoint4,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 10,000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/}",item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-09-22 00:00,,,
10000093,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,500,0,0,0,0,0,0,0,0,Event_repairPotion_5,[반짝이는 보석] 긴급 수리 키트,Consume,FALSE,Drug,,,,,,Item_Common,Item_Common,ETC,icon_item_repairkit,icon_item_repairkit,,마우스 오른쪽 버튼 클릭으로 사용,,사용 시 착용하고 있는 장비의 내구도를 +5 회복시켜 줍니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_stone_1,,,PREMIUM_REPAIR,YES,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME_REPAIRPOTION,TX,,,,NO,SCR_GET_ITEM_COOLDOWN,,YES,,NO,No,YES,,Consume_Potion,,,,,,,,2020-09-22 00:00,,,
10000094,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_ChallengeModeReset_7,[반짝이는 보석] 챌린지 모드 1회 입장권,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_ChallengeEnter,icon_item_ChallengeEnter,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,챌린지 모드 입장 횟수를 1 차감합니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_ChallengeModeReset,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_ChallengeModeReset,YES,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-09-22 00:00,,,
10000095,1,0,0,1,0,10,100,10,100,99999,0.1,0,0,0,0,3000,0,0,0,0,0,0,EVENT_SECOND_CHALLENG_7,[반짝이는 보석] 챌린지 포탈 생성 스크롤,Consume,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_challengemode_scroll,icon_item_challengemode_scroll,,,,사용 시 챌린지 포탈이 생성 됩니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_stone_1,,,SCR_USE_EVENT_1712_SECOND_CHALLENG,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_EVENT_1712_SECOND_CHALLENG,YES,,,,NO,,QuestItem1,YES,NO,NO,No,NO,,Consume_Scroll,,,,,,,,2020-09-22 00:00,,,
10000096,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,1,3,0,0,0,0,0,0,0,Event_dungeoncount_7,[반짝이는 보석] 인스턴스 던전 배수 토큰,Etc,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_indunexmode,icon_item_indunexmode,,,,"인스턴스 던전 잔여 횟수를 추가로 소모해, 획득 아이템과 경험치를 추가로 소모한 배수만큼 얻도록 합니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/}",item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,YES,,,,NO,,,YES,NO,NO,No,NO,,Consume_Scroll,,,,,,,,2020-09-22 00:00,,,
10000097,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_indunReset_Team_7,[반짝이는 보석] 인스턴스 던전 입장 횟수 초기화권,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_indunFreeEnter,icon_item_indunFreeEnter,,마우스 오른쪽 버튼 클릭으로 사용,,사용 시 인스턴스 던전의 입장 횟수가 초기화됩니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_paper_1,consume_drink,,,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME,YES,,BEFORE_APPLIED_INDUNRESET_OPEN,,NO,,,YES,NO,NO,No,,,Consume_Scroll,,,NO,,,,,2020-09-22 00:00,,,
10000098,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,500,0,1500,0,0,0,0,0,0,Event_Stone_500_1,[반짝이는 보석] 특성 포인트 500,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint2,icon_item_abilitypoint2,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,사용시 특성 포인트가 500 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-09-22 00:00,,,
10000099,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_2008_Master_Badge,[이벤트] 마스터 뱃지,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_2008_Master_Badge,icon_item_2008_Master_Badge,,,,이벤트 NPC를 통해 다양한 보상과 교환할 수 있습니다.{nl}9월 17일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000100,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_2008_Master_Vote_86,[이벤트] 투표권,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_Master_Vote,icon_item_Master_Vote,,,,{@st66d_y}{s15}'/투표'{/}{/}명령어를 통해 투표에 사용할 수 있습니다.{nl}9월 17일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000110,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_2008_OBON_RICE,[오본] 찹쌀,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_rice,icon_item_rice,,,,오본 이벤트에 사용되는 찹쌀입니다.{nl}라핀디온 드루이드에게 가져다 주어 보상을 획득할 수 있습니다.{nl}{#ff0000}9월 9일 점검 시 삭제됩니다.{/},item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000111,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,1000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_1000_5,"[반짝이는 보석] 특성 포인트 1,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint,icon_item_abilitypoint,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 1000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}9월 22일 오전 00시00분에 삭제됩니다.{/},item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-09-22 00:00,,,
10000112,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,500,0,0,0,0,0,0,0,0,Event_repairPotion_6,[달맞이] 긴급 수리 키트,Consume,FALSE,Drug,,,,,,Item_Common,Item_Common,ETC,icon_item_repairkit,icon_item_repairkit,,마우스 오른쪽 버튼 클릭으로 사용,,사용 시 착용하고 있는 장비의 내구도를 +5 회복시켜 줍니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_stone_1,,,PREMIUM_REPAIR,YES,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME_REPAIRPOTION,TX,,,,NO,SCR_GET_ITEM_COOLDOWN,,YES,,NO,No,YES,,Consume_Potion,,,,,,,,2020-10-29 06:00,,,
10000113,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_Adventure_Reward_Seed_6,[달맞이] 축복이 깃든 씨앗,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_event161215_01,icon_item_event161215_01,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,사용 시 여신의 축복이 깃든 새싹이 핍니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_161215EVENT_SEED,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_161215EVENT_SEED,YES,,,,,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-10-29 06:00,,,
10000114,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,0,0,0,0,0,0,0,Event_Goddess_Statue_Team_6,[달맞이] 여신의 조각상,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_farm47_broken_zemina,icon_item_farm47_broken_zemina,,마우스 오른쪽 버튼 클릭으로 사용,,5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,consume_drink,,SCR_USE_ITEM_GODDESS_STATUE,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_GODDESS_EV,YES,,,,YES,,,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-10-29 06:00,,,
10000115,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,500,0,1500,0,0,0,0,0,0,Event_Stone_500_2,[달맞이] 특성 포인트 500,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint2,icon_item_abilitypoint2,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,사용시 특성 포인트가 500 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-10-29 06:00,,,
10000116,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,1,3,0,0,0,0,0,0,0,Event_dungeoncount_8,[달맞이] 인스턴스 던전 배수 토큰,Etc,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_indunexmode,icon_item_indunexmode,,,,"인스턴스 던전 잔여 횟수를 추가로 소모해, 획득 아이템과 경험치를 추가로 소모한 배수만큼 얻도록 합니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/}",item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,YES,,,,NO,,,YES,NO,NO,No,NO,,Consume_Scroll,,,,,,,,2020-10-29 06:00,,,
10000117,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_indunReset_Team_8,[달맞이] 인스턴스 던전 입장 횟수 초기화권,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_indunFreeEnter,icon_item_indunFreeEnter,,마우스 오른쪽 버튼 클릭으로 사용,,사용 시 인스턴스 던전의 입장 횟수가 초기화됩니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_paper_1,consume_drink,,,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME,YES,,BEFORE_APPLIED_INDUNRESET_OPEN,,NO,,,YES,NO,NO,No,,,Consume_Scroll,,,NO,,,,,2020-10-29 06:00,,,
10000118,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_gemExpStone09_4,[달맞이] 7성 젬 연마제,Etc,FALSE,Event,GemExpStone09,,,,,Item_Common,Item_Common,ETC,icon_item_powderp,icon_item_powderp,,,,젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_stone_1,,,,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,NO,NO,No,NO,,Gem_GemAddExp,,,,,,,,2020-10-29 06:00,,,
10000119,0,0,0,1,0,100,100,1000,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,card_Xpupkit01_event_1,[달맞이] 오래된 강화용 카드,Etc,FALSE,Event,Card_dummy01_Event,,,,,Item_Common,Item_Common,ETC,monster_card,monster_card,,마우스 오른쪽 버튼 클릭으로 사용,,카드를 강화할 때 사용하는 강화용 카드입니다. 카드의 경험치를 1000 만큼 상승시킵니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_stone_1,,,,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,NO,NO,No,NO,,Card_CardAddExp,,,,,,,,2020-10-29 06:00,Card,,
10000120,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,1000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_1000_6,"[달맞이] 특성 포인트 1,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint,icon_item_abilitypoint,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 1000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-10-29 06:00,,,
10000121,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_10000_8,"[달맞이] 특성 포인트 10,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint4,icon_item_abilitypoint4,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 10,000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/}",item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-10-29 06:00,,,
10000122,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_ChallengeModeReset_8,[달맞이] 챌린지 모드 1회 입장권,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_ChallengeEnter,icon_item_ChallengeEnter,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,챌린지 모드 입장 횟수를 1 차감합니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_ChallengeModeReset,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_ChallengeModeReset,YES,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-10-29 06:00,,,
10000123,0,0,0,1,0,10,100,10,100,99999,0.1,0,0,0,0,3000,0,0,0,0,0,0,EVENT_SECOND_CHALLENG_8,[달맞이] 챌린지 포탈 생성 스크롤,Consume,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_challengemode_scroll,icon_item_challengemode_scroll,,,,사용 시 챌린지 포탈이 생성 됩니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_stone_1,,,SCR_USE_EVENT_1712_SECOND_CHALLENG,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_EVENT_1712_SECOND_CHALLENG,YES,,,,NO,,QuestItem1,YES,NO,NO,No,NO,,Consume_Scroll,,,,,,,,2020-10-29 06:00,,,
10000124,1,0,0,1,0,100,100,20,100,99999,0.1,0,0,20,11000,20000,0,0,0,0,0,0,Drug_RedApple20_Event_1,"[달맞이] HP 회복 소형 엘릭서 ",Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_HPelixir_Small,icon_item_HPelixir_Small,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,HP를 20% 즉시 회복시키고 2초 간격으로 11초 동안 HP를 20% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,consume_drink,,SCR_USE_ITEM_DotBuff_Time,NO,YES,NO,NO,NO,,Normal,Drug_Heal100HP_Dot,YES,SCR_PRECHECK_CONSUME,YES,APPLY,,F_pc_drug_hpup,NO,SCR_GET_HP_COOLDOWN,HPPOTION_TP,YES,,NO,No,NO,,Consume_Potion,,,,,,,,2020-10-29 06:00,,,
10000125,1,0,0,1,0,100,100,20,100,99999,0.1,0,0,20,11000,20000,0,0,0,0,0,0,Drug_BlueApple20_Event_1,"[달맞이] SP 회복 소형 엘릭서 ",Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_SPelixir_Small,icon_item_SPelixir_Small,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,SP를 20% 즉시 회복시키고 2초 간격으로 11초 동안 SP를 20% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,consume_drink,,SCR_USE_ITEM_DotBuff_Time,NO,YES,NO,NO,NO,,Normal,Drug_Heal100SP_Dot,YES,SCR_PRECHECK_CONSUME_PVP_MINE,YES,APPLY,,F_pc_drug_spup,NO,SCR_GET_SP_COOLDOWN,SPPOTION_TP,YES,,NO,No,YES,,Consume_Potion,,,,,,,,2020-10-29 06:00,,,
10000126,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_2009_Moon_Coin,[이벤트] 달맞이 주화,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_Moon_Coin,icon_item_Moon_Coin,,,,이벤트 NPC를 통해 다양한 보상과 교환할 수 있습니다.{nl}10월 22일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000127,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_ChallengeModeReset_9,[한가위] 챌린지 모드 1회 입장권,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_ChallengeEnter,icon_item_ChallengeEnter,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,챌린지 모드 입장 횟수를 1 차감합니다.{nl}{#ff0000}10월 22일 오전 06시00분에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_ChallengeModeReset,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_ChallengeModeReset,YES,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-10-22 06:00,,,
10000128,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_10000_9,"[한가위] 특성 포인트 10,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint4,icon_item_abilitypoint4,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 10,000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}10월 22일 오전 06시00분에 삭제됩니다.{/}",item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-10-22 06:00,,,
10000129,0,0,0,1,0,160,100,32,100,99999,0.1,0,0,0,0,20000,0,0,0,0,0,0,Event_2009_Chursok_Rice_Cake,[달맞이] 송편,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_Large_Songpyeon,icon_item_Large_Songpyeon,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown," HP 10,000, SP 3,000을 즉시 회복 시킵니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}10월 29일 오전 06시00분에 삭제됩니다.{/}",item_drop_hp_1,consume_drink,,SCR_USE_ITEM_Event_2009_Chursok_Rice_Cake,YES,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME_NO_PVP_MINE,YES,APPLY,,F_pc_drug_hpup,NO,SCR_GET_HP_COOLDOWN,event_ricecake,YES,,NO,No,YES,,Consume_Potion,,,,,,,,2020-10-29 06:00,,,
10000131,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,1000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_1000_200,"[할로윈] 특성 포인트 1,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint,icon_item_abilitypoint,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 1000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}12월 3일 오전 06시에 삭제됩니다.{/},item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Consume_Scroll,,,NO,,NO,,,2020-11-26 06:00,,,
