ClassID,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8
329,919.7802,1350,1900,2550,3348.75,4060.9744,4573.1606,10.045385
330,919.7802,1350,1900,2550,3349.1072,4065.6611,4580.9614,10.015128
331,919.7802,1350,1900,2550,3349.4048,4070.3015,4588.7246,9.984872
332,919.7802,1350,1900,2550,3349.6428,4074.8955,4596.451,9.954615
333,919.7802,1350,1900,2550,3349.8215,4079.443,4604.1406,9.924357
334,919.7802,1350,1900,2550,3349.9404,4083.9443,4611.793,9.8941
335,919.7802,1350,1900,2550,3350,4088.3992,4619.4087,9.863843
336,919.7802,1350,1900,2550,3350,4092.8074,4626.9873,9.833586
337,919.7802,1350,1900,2550,3350,4097.1694,4634.529,9.8033285
338,919.7802,1350,1900,2550,3350,4101.485,4642.033,9.773071
339,919.7802,1350,1900,2550,3350,4105.754,4649.501,9.742814
340,919.7802,1350,1900,2550,3350,4109.9766,4656.9316,9.712557
341,919.7802,1350,1900,2550,3350,4114.1533,4664.325,9.6823
342,919.7802,1350,1900,2550,3350,4118.283,4671.682,9.652042
343,919.7802,1350,1900,2550,3350,4122.3667,4679.002,9.621785
344,919.7802,1350,1900,2550,3350,4126.404,4686.2847,9.591528
345,919.7802,1350,1900,2550,3350,4130.3945,4693.5303,9.561271
346,919.7802,1350,1900,2550,3350,4134.339,4700.7393,9.5310135
347,919.7802,1350,1900,2550,3350,4138.237,4707.911,9.500756
348,919.7802,1350,1900,2550,3350,4142.0884,4715.0464,9.470499
349,919.7802,1350,1900,2550,3350,4145.893,4722.144,9.440242
350,919.7802,1350,1900,2550,3350,4149.652,4729.205,9.409985
351,919.7802,1350,1900,2550,3350,4153.3643,4736.229,9.379727
352,919.7802,1350,1900,2550,3350,4157.0303,4743.2163,9.34947
353,919.7802,1350,1900,2550,3350,4160.6494,4750.1665,9.319213
354,919.7802,1350,1900,2550,3350,4164.2227,4757.0796,9.288956
355,919.7802,1350,1900,2550,3350,4167.7495,4763.9556,9.258699
356,919.7802,1350,1900,2550,3350,4171.2295,4770.795,9.228442
357,919.7802,1350,1900,2550,3350,4174.6636,4777.597,9.198185
358,919.7802,1350,1900,2550,3350,4178.0513,4784.3623,9.167928
359,919.7802,1350,1900,2550,3350,4181.392,4791.0903,9.1376705
360,919.7802,1350,1900,2550,3350,4184.687,4797.7817,9.107413
361,919.7802,1350,1900,2550,3350,4187.935,4804.436,9.077156
362,919.7802,1350,1900,2550,3350,4191.1367,4811.0537,9.046899
363,919.7802,1350,1900,2550,3350,4194.2925,4817.634,9.016642
364,919.7802,1350,1900,2550,3350,4197.4014,4824.1772,8.986384
365,919.7802,1350,1900,2550,3350,4200.464,4830.684,8.956127
366,919.7802,1350,1900,2550,3350,4203.4805,4837.1533,8.92587
367,919.7802,1350,1900,2550,3350,4206.45,4843.586,8.895613
368,919.7802,1350,1900,2550,3350,4209.3735,4849.9814,8.8653555
369,919.7802,1350,1900,2550,3350,4212.2505,4856.3403,8.835098
370,919.7802,1350,1900,2550,3350,4215.081,4862.6616,8.804841
371,919.7802,1350,1900,2550,3350,4217.865,4868.9463,8.774584
372,919.7802,1350,1900,2550,3350,4220.603,4875.194,8.744327
373,919.7802,1350,1900,2550,3350,4223.2944,4881.405,8.714069
374,919.7802,1350,1900,2550,3350,4225.9395,4887.5786,8.683812
375,919.7802,1350,1900,2550,3350,4228.538,4893.7153,8.653555
376,919.7802,1350,1900,2550,3350,4231.0903,4899.815,8.623298
377,919.7802,1350,1900,2550,3350,4233.596,4905.878,8.59304
378,919.7802,1350,1900,2550,3350,4236.0557,4911.904,8.562783
379,919.7802,1350,1900,2550,3350,4238.4688,4917.8926,8.532526
380,919.7802,1350,1900,2550,3350,4240.8354,4923.8447,8.50227
381,919.7802,1350,1900,2550,3350,4243.1553,4929.76,8.4720125
382,919.7802,1350,1900,2550,3350,4245.429,4935.6377,8.441755
383,919.7802,1350,1900,2550,3350,4247.6567,4941.4785,8.411498
384,919.7802,1350,1900,2550,3350,4249.8374,4947.2827,8.381241
385,919.7802,1350,1900,2550,3350,4251.972,4953.05,8.350984
386,919.7802,1350,1900,2550,3350,4254.0605,4958.7803,8.320726
387,919.7802,1350,1900,2550,3350,4256.102,4964.473,8.290469
388,919.7802,1350,1900,2550,3350,4258.0977,4970.1294,8.260212
389,919.7802,1350,1900,2550,3350,4260.0464,4975.7485,8.229955
390,919.7802,1350,1900,2550,3350,4261.9487,4981.331,8.1996975
391,919.7802,1350,1900,2550,3350,4263.805,4986.876,8.16944
392,919.7802,1350,1900,2550,3350,4265.6147,4992.3843,8.139183
393,919.7802,1350,1900,2550,3350,4267.3784,4997.856,8.108926
394,919.7802,1350,1900,2550,3350,4269.095,5003.29,8.078669
395,919.7802,1350,1900,2550,3350,4270.7656,5008.6875,8.048411
396,919.7802,1350,1900,2550,3350,4272.3896,5014.048,8.018154
397,919.7802,1350,1900,2550,3350,4273.9673,5019.3716,7.987897
398,919.7802,1350,1900,2550,3350,4275.499,5024.658,7.95764
399,919.7802,1350,1900,2550,3350,4276.984,5029.9077,7.927383
400,919.7802,1350,1900,2550,3350,4278.4224,5035.12,7.8971257
401,919.7802,1350,1900,2550,3350,4279.8145,5040.296,7.8668685
402,919.7802,1350,1900,2550,3350,4281.16,5045.4346,7.8366113
403,919.7802,1350,1900,2550,3350,4282.4595,5050.536,7.806354
404,919.7802,1350,1900,2550,3350,4283.7124,5055.6006,7.776097
405,919.7802,1350,1900,2550,3350,4284.919,5060.6284,7.7458396
406,919.7802,1350,1900,2550,3350,4286.079,5065.619,7.7155824
407,919.7802,1350,1900,2550,3350,4287.1924,5070.573,7.685325
408,919.7802,1350,1900,2550,3350,4288.26,5075.4897,7.655068
409,919.7802,1350,1900,2550,3350,4289.281,5080.3696,7.6248107
410,919.7802,1350,1900,2550,3350,4290.2554,5085.2124,7.5945535
411,919.7802,1350,1900,2550,3350,4291.183,5090.0186,7.5642967
412,919.7802,1350,1900,2550,3350,4292.065,5094.7876,7.5340395
413,919.7802,1350,1900,2550,3350,4292.9004,5099.5195,7.5037823
414,919.7802,1350,1900,2550,3350,4293.689,5104.2144,7.473525
415,919.7802,1350,1900,2550,3350,4294.4316,5108.8726,7.443268
416,919.7802,1350,1900,2550,3350,4295.1274,5113.4937,7.4130106
417,919.7802,1350,1900,2550,3350,4295.7773,5118.0776,7.3827534
418,919.7802,1350,1900,2550,3350,4296.3804,5122.625,7.352496
419,919.7802,1350,1900,2550,3350,4296.9375,5127.135,7.322239
420,919.7802,1350,1900,2550,3350,4297.4478,5131.608,7.2919817
421,919.7802,1350,1900,2550,3350,4297.9116,5136.0444,7.2617245
422,919.7802,1350,1900,2550,3350,4298.3296,5140.444,7.2314672
423,919.7802,1350,1900,2550,3350,4298.7007,5144.806,7.2012105
424,919.7802,1350,1900,2550,3350,4299.0254,5149.1313,7.1709533
425,919.7802,1350,1900,2550,3350,4299.3037,5153.4194,7.140696
426,919.7802,1350,1900,2550,3350,4299.536,5157.671,7.110439
427,919.7802,1350,1900,2550,3350,4299.7217,5161.8853,7.0801816
428,919.7802,1350,1900,2550,3350,4299.861,5166.063,7.0499244
429,919.7802,1350,1900,2550,3350,4299.9536,5170.203,7.019667
430,919.7802,1350,1900,2550,3350,4300,5174.3066,6.98941
431,919.7802,1350,1900,2550,3350,4300,5178.3735,6.9591527
432,919.7802,1350,1900,2550,3350,4300,5182.403,6.9288955
433,919.7802,1350,1900,2550,3350,4300,5186.3955,6.8986382
434,919.7802,1350,1900,2550,3350,4300,5190.351,6.868381
435,919.7802,1350,1900,2550,3350,4300,5194.27,6.8381243
436,919.7802,1350,1900,2550,3350,4300,5198.1514,6.807867
437,919.7802,1350,1900,2550,3350,4300,5201.996,6.77761
438,919.7802,1350,1900,2550,3350,4300,5205.804,6.7473526
439,919.7802,1350,1900,2550,3350,4300,5209.5747,6.7170954
440,919.7802,1350,1900,2550,3350,4300,5213.3086,6.686838
441,919.7802,1350,1900,2550,3350,4300,5217.0054,6.656581
442,919.7802,1350,1900,2550,3350,4300,5220.6655,6.6263237
443,919.7802,1350,1900,2550,3350,4300,5224.2886,6.5960665
444,919.7802,1350,1900,2550,3350,4300,5227.8745,6.5658092
445,919.7802,1350,1900,2550,3350,4300,5231.4233,6.535552
446,919.7802,1350,1900,2550,3350,4300,5234.9355,6.505295
447,919.7802,1350,1900,2550,3350,4300,5238.41,6.475038
448,919.7802,1350,1900,2550,3350,4300,5241.8486,6.444781
449,919.7802,1350,1900,2550,3350,4300,5245.2495,6.4145236
450,919.7802,1350,1900,2550,3350,4300,5248.614,6.3842664
451,919.7802,1350,1900,2550,3350,4300,5251.941,6.354009
452,919.7802,1350,1900,2550,3350,4300,5255.231,6.323752
453,919.7802,1350,1900,2550,3350,4300,5258.4844,6.2934947
454,919.7802,1350,1900,2550,3350,4300,5261.7007,6.2632375
455,919.7802,1350,1900,2550,3350,4300,5264.88,6.2329803
456,919.7802,1350,1900,2550,3350,4300,5268.022,6.202723
457,919.7802,1350,1900,2550,3350,4300,5271.1274,6.172466
458,919.7802,1350,1900,2550,3350,4300,5274.196,6.1422086
459,919.7802,1350,1900,2550,3350,4300,5277.2275,6.1119514
460,919.7802,1350,1900,2550,3350,4300,5280.2217,6.0816946
461,919.7802,1350,1900,2550,3350,4300,5283.179,6.0514374
462,919.7802,1350,1900,2550,3350,4300,5286.0996,6.02118
463,919.7802,1350,1900,2550,3350,4300,5288.9834,5.990923
464,919.7802,1350,1900,2550,3350,4300,5291.83,5.9606657
465,919.7802,1350,1900,2550,3350,4300,5294.6396,5.9304085
466,919.7802,1350,1900,2550,3350,4300,5297.412,5.9001513
467,919.7802,1350,1900,2550,3350,4300,5300.148,5.869894
468,919.7802,1350,1900,2550,3350,4300,5302.8467,5.839637
469,919.7802,1350,1900,2550,3350,4300,5305.5083,5.8093796
470,919.7802,1350,1900,2550,3350,4300,5308.1333,5.7791224
471,919.7802,1350,1900,2550,3350,4300,5310.7207,5.748865
472,919.7802,1350,1900,2550,3350,4300,5313.2715,5.7186084
473,919.7802,1350,1900,2550,3350,4300,5315.7856,5.688351
474,919.7802,1350,1900,2550,3350,4300,5318.2627,5.658094
475,919.7802,1350,1900,2550,3350,4300,5320.7026,5.6278367
476,919.7802,1350,1900,2550,3350,4300,5323.1055,5.5975795
477,919.7802,1350,1900,2550,3350,4300,5325.471,5.5673223
478,919.7802,1350,1900,2550,3350,4300,5327.8003,5.537065
479,919.7802,1350,1900,2550,3350,4300,5330.0923,5.506808
480,919.7802,1350,1900,2550,3350,4300,5332.3477,5.4765506
481,919.7802,1350,1900,2550,3350,4300,5334.5654,5.4462934
482,919.7802,1350,1900,2550,3350,4300,5336.7466,5.416036
483,919.7802,1350,1900,2550,3350,4300,5338.891,5.385779
484,919.7802,1350,1900,2550,3350,4300,5340.998,5.355522
485,919.7802,1350,1900,2550,3350,4300,5343.0684,5.325265
486,919.7802,1350,1900,2550,3350,4300,5345.1016,5.2950077
487,919.7802,1350,1900,2550,3350,4300,5347.098,5.2647505
488,919.7802,1350,1900,2550,3350,4300,5349.057,5.2344933
489,919.7802,1350,1900,2550,3350,4300,5350.9795,5.204236
490,919.7802,1350,1900,2550,3350,4300,5352.865,5.173979
491,919.7802,1350,1900,2550,3350,4300,5354.7134,5.1437216
492,919.7802,1350,1900,2550,3350,4300,5356.525,5.1134644
493,919.7802,1350,1900,2550,3350,4300,5358.2993,5.083207
494,919.7802,1350,1900,2550,3350,4300,5360.037,5.05295
495,919.7802,1350,1900,2550,3350,4300,5361.7373,5.0226927
496,919.7802,1350,1900,2550,3350,4300,5363.401,4.992436
497,919.7802,1350,1900,2550,3350,4300,5365.028,4.9621787
498,919.7802,1350,1900,2550,3350,4300,5366.617,4.9319215
499,919.7802,1350,1900,2550,3350,4300,5368.17,4.9016643
500,919.7802,1350,1900,2550,3350,4300,5369.6855,4.871407
501,919.7802,1350,1900,2550,3350,4300,5371.1646,4.84115
502,919.7802,1350,1900,2550,3350,4300,5372.6064,4.8108926
503,919.7802,1350,1900,2550,3350,4300,5374.011,4.7806354
504,919.7802,1350,1900,2550,3350,4300,5375.379,4.750378
505,919.7802,1350,1900,2550,3350,4300,5376.71,4.720121
506,919.7802,1350,1900,2550,3350,4300,5378.004,4.6898637
507,919.7802,1350,1900,2550,3350,4300,5379.2607,4.6596065
508,919.7802,1350,1900,2550,3350,4300,5380.4805,4.6293497
509,919.7802,1350,1900,2550,3350,4300,5381.6636,4.5990925
510,919.7802,1350,1900,2550,3350,4300,5382.8096,4.5688353
511,919.7802,1350,1900,2550,3350,4300,5383.9185,4.538578
512,919.7802,1350,1900,2550,3350,4300,5384.9907,4.508321
513,919.7802,1350,1900,2550,3350,4300,5386.026,4.4780636
514,919.7802,1350,1900,2550,3350,4300,5387.024,4.4478064
515,919.7802,1350,1900,2550,3350,4300,5387.9854,4.417549
516,919.7802,1350,1900,2550,3350,4300,5388.9097,4.387292
517,919.7802,1350,1900,2550,3350,4300,5389.797,4.3570347
518,919.7802,1350,1900,2550,3350,4300,5390.647,4.3267775
519,919.7802,1350,1900,2550,3350,4300,5391.4604,4.29652
520,919.7802,1350,1900,2550,3350,4300,5392.237,4.266263
521,919.7802,1350,1900,2550,3350,4300,5392.976,4.2360063
522,919.7802,1350,1900,2550,3350,4300,5393.678,4.205749
523,919.7802,1350,1900,2550,3350,4300,5394.3438,4.175492
524,919.7802,1350,1900,2550,3350,4300,5394.972,4.1452346
525,919.7802,1350,1900,2550,3350,4300,5395.564,4.1149774
526,919.7802,1350,1900,2550,3350,4300,5396.118,4.08472
527,919.7802,1350,1900,2550,3350,4300,5396.6357,4.054463
528,919.7802,1350,1900,2550,3350,4300,5397.116,4.0242057
529,919.7802,1350,1900,2550,3350,4300,5397.56,3.9939485
530,919.7802,1350,1900,2550,3350,4300,5397.967,3.9636915
531,919.7802,1350,1900,2550,3350,4300,5398.3364,3.9334342
532,919.7802,1350,1900,2550,3350,4300,5398.669,3.903177
533,919.7802,1350,1900,2550,3350,4300,5398.965,3.8729198
534,919.7802,1350,1900,2550,3350,4300,5399.2236,3.8426626
535,919.7802,1350,1900,2550,3350,4300,5399.4453,3.8124053
536,919.7802,1350,1900,2550,3350,4300,5399.6304,3.7821484
537,919.7802,1350,1900,2550,3350,4300,5399.7783,3.7518911
538,919.7802,1350,1900,2550,3350,4300,5399.889,3.721634
539,919.7802,1350,1900,2550,3350,4300,5399.963,3.6913767
540,919.7802,1350,1900,2550,3350,4300,5400,3.6611195
541,919.7802,1350,1900,2550,3350,4300,5400,3.6308622
542,919.7802,1350,1900,2550,3350,4300,5400,3.6006052
543,919.7802,1350,1900,2550,3350,4300,5400,3.570348
544,919.7802,1350,1900,2550,3350,4300,5400,3.5400908
545,919.7802,1350,1900,2550,3350,4300,5400,3.5098336
546,919.7802,1350,1900,2550,3350,4300,5400,3.4795763
547,919.7802,1350,1900,2550,3350,4300,5400,3.4493191
548,919.7802,1350,1900,2550,3350,4300,5400,3.4190621
549,919.7802,1350,1900,2550,3350,4300,5400,3.388805
550,919.7802,1350,1900,2550,3350,4300,5400,3.3585477
551,919.7802,1350,1900,2550,3350,4300,5400,3.3282905
552,919.7802,1350,1900,2550,3350,4300,5400,3.2980332
553,919.7802,1350,1900,2550,3350,4300,5400,3.267776
554,919.7802,1350,1900,2550,3350,4300,5400,3.237519
555,919.7802,1350,1900,2550,3350,4300,5400,3.2072618
556,919.7802,1350,1900,2550,3350,4300,5400,3.1770046
557,919.7802,1350,1900,2550,3350,4300,5400,3.1467474
558,919.7802,1350,1900,2550,3350,4300,5400,3.1164901
559,919.7802,1350,1900,2550,3350,4300,5400,3.086233
560,919.7802,1350,1900,2550,3350,4300,5400,3.0559757
561,919.7802,1350,1900,2550,3350,4300,5400,3.0257187
562,919.7802,1350,1900,2550,3350,4300,5400,2.9954615
563,919.7802,1350,1900,2550,3350,4300,5400,2.9652042
564,919.7802,1350,1900,2550,3350,4300,5400,2.934947
565,919.7802,1350,1900,2550,3350,4300,5400,2.9046898
566,919.7802,1350,1900,2550,3350,4300,5400,2.8744326
567,919.7802,1350,1900,2550,3350,4300,5400,2.8441756
568,919.7802,1350,1900,2550,3350,4300,5400,2.8139184
569,919.7802,1350,1900,2550,3350,4300,5400,2.7836611
570,919.7802,1350,1900,2550,3350,4300,5400,2.753404
571,919.7802,1350,1900,2550,3350,4300,5400,2.7231467
572,919.7802,1350,1900,2550,3350,4300,5400,2.6928895
573,919.7802,1350,1900,2550,3350,4300,5400,2.6626325
574,919.7802,1350,1900,2550,3350,4300,5400,2.6323752
575,919.7802,1350,1900,2550,3350,4300,5400,2.602118
576,919.7802,1350,1900,2550,3350,4300,5400,2.5718608
577,919.7802,1350,1900,2550,3350,4300,5400,2.5416036
578,919.7802,1350,1900,2550,3350,4300,5400,2.5113463
579,919.7802,1350,1900,2550,3350,4300,5400,2.4810894
580,919.7802,1350,1900,2550,3350,4300,5400,2.4508321
581,919.7802,1350,1900,2550,3350,4300,5400,2.420575
582,919.7802,1350,1900,2550,3350,4300,5400,2.3903177
583,919.7802,1350,1900,2550,3350,4300,5400,2.3600605
584,919.7802,1350,1900,2550,3350,4300,5400,2.3298032
585,919.7802,1350,1900,2550,3350,4300,5400,2.2995462
586,919.7802,1350,1900,2550,3350,4300,5400,2.269289
587,919.7802,1350,1900,2550,3350,4300,5400,2.2390318
588,919.7802,1350,1900,2550,3350,4300,5400,2.2087746
589,919.7802,1350,1900,2550,3350,4300,5400,2.1785173
590,919.7802,1350,1900,2550,3350,4300,5400,2.14826
591,919.7802,1350,1900,2550,3350,4300,5400,2.1180031
592,919.7802,1350,1900,2550,3350,4300,5400,2.087746
593,919.7802,1350,1900,2550,3350,4300,5400,2.0574887
594,919.7802,1350,1900,2550,3350,4300,5400,2.0272315
595,919.7802,1350,1900,2550,3350,4300,5400,1.9969742
596,919.7802,1350,1900,2550,3350,4300,5400,1.9667171
597,919.7802,1350,1900,2550,3350,4300,5400,1.9364599
598,919.7802,1350,1900,2550,3350,4300,5400,1.9062027
599,919.7802,1350,1900,2550,3350,4300,5400,1.8759456
600,919.7802,1350,1900,2550,3350,4300,5400,1.8456883
601,919.7802,1350,1900,2550,3350,4300,5400,1.8154311
602,919.7802,1350,1900,2550,3350,4300,5400,1.785174
603,919.7802,1350,1900,2550,3350,4300,5400,1.7549168
604,919.7802,1350,1900,2550,3350,4300,5400,1.7246596
605,919.7802,1350,1900,2550,3350,4300,5400,1.6944025
606,919.7802,1350,1900,2550,3350,4300,5400,1.6641452
607,919.7802,1350,1900,2550,3350,4300,5400,1.633888
608,919.7802,1350,1900,2550,3350,4300,5400,1.6036309
609,919.7802,1350,1900,2550,3350,4300,5400,1.5733737
610,919.7802,1350,1900,2550,3350,4300,5400,1.5431165
611,919.7802,1350,1900,2550,3350,4300,5400,1.5128593
612,919.7802,1350,1900,2550,3350,4300,5400,1.4826021
613,919.7802,1350,1900,2550,3350,4300,5400,1.4523449
614,919.7802,1350,1900,2550,3350,4300,5400,1.4220878
615,919.7802,1350,1900,2550,3350,4300,5400,1.3918306
616,919.7802,1350,1900,2550,3350,4300,5400,1.3615733
617,919.7802,1350,1900,2550,3350,4300,5400,1.3313162
618,919.7802,1350,1900,2550,3350,4300,5400,1.301059
619,919.7802,1350,1900,2550,3350,4300,5400,1.2708018
620,919.7802,1350,1900,2550,3350,4300,5400,1.2405447
621,919.7802,1350,1900,2550,3350,4300,5400,1.2102875
622,919.7802,1350,1900,2550,3350,4300,5400,1.1800302
623,919.7802,1350,1900,2550,3350,4300,5400,1.1497731
624,919.7802,1350,1900,2550,3350,4300,5400,1.1195159
625,919.7802,1350,1900,2550,3350,4300,5400,1.0892587
626,919.7802,1350,1900,2550,3350,4300,5400,1.0590016
627,919.7802,1350,1900,2550,3350,4300,5400,1.0287443
628,919.7802,1350,1900,2550,3350,4300,5400,0.9984871
629,919.7802,1350,1900,2550,3350,4300,5400,0.96822995
630,919.7802,1350,1900,2550,3350,4300,5400,0.9379728
631,919.7802,1350,1900,2550,3350,4300,5400,0.90771556
632,919.7802,1350,1900,2550,3350,4300,5400,0.8774584
633,919.7802,1350,1900,2550,3350,4300,5400,0.8472012
634,919.7802,1350,1900,2550,3350,4300,5400,0.816944
635,919.7802,1350,1900,2550,3350,4300,5400,0.78668684
636,919.7802,1350,1900,2550,3350,4300,5400,0.7564297
637,919.7802,1350,1900,2550,3350,4300,5400,0.72617245
638,919.7802,1350,1900,2550,3350,4300,5400,0.6959153
639,919.7802,1350,1900,2550,3350,4300,5400,0.6656581
640,919.7802,1350,1900,2550,3350,4300,5400,0.6354009
641,919.7802,1350,1900,2550,3350,4300,5400,0.6051437
642,919.7802,1350,1900,2550,3350,4300,5400,0.57488656
643,919.7802,1350,1900,2550,3350,4300,5400,0.54462934
644,919.7802,1350,1900,2550,3350,4300,5400,0.51437217
645,919.7802,1350,1900,2550,3350,4300,5400,0.48411497
646,919.7802,1350,1900,2550,3350,4300,5400,0.45385778
647,919.7802,1350,1900,2550,3350,4300,5400,0.4236006
648,919.7802,1350,1900,2550,3350,4300,5400,0.39334342
649,919.7802,1350,1900,2550,3350,4300,5400,0.36308622
650,919.7802,1350,1900,2550,3350,4300,5400,0.33282906
651,919.7802,1350,1900,2550,3350,4300,5400,0.30257186
652,919.7802,1350,1900,2550,3350,4300,5400,0.27231467
653,919.7802,1350,1900,2550,3350,4300,5400,0.24205749
654,919.7802,1350,1900,2550,3350,4300,5400,0.2118003
655,919.7802,1350,1900,2550,3350,4300,5400,0.18154311
656,919.7802,1350,1900,2550,3350,4300,5400,0.15128593
657,919.7802,1350,1900,2550,3350,4300,5400,0.12102874
658,919.7802,1350,1900,2550,3350,4300,5400,0.090771556
659,919.7802,1350,1900,2550,3350,4300,5400,0.06051437
660,919.7802,1350,1900,2550,3350,4300,5400,0.030257186
661,919.7802,1350,1900,2550,3350,4300,5400,0
662,919.7802,1350,1900,2550,3350,4300,5400,0
663,919.7802,1350,1900,2550,3350,4300,5400,0
664,919.7802,1350,1900,2550,3350,4300,5400,0
665,919.7802,1350,1900,2550,3350,4300,5400,0
666,919.7802,1350,1900,2550,3350,4300,5400,0
667,919.7802,1350,1900,2550,3350,4300,5400,0
668,919.7802,1350,1900,2550,3350,4300,5400,0
669,919.7802,1350,1900,2550,3350,4300,5400,0
670,919.7802,1350,1900,2550,3350,4300,5400,0
671,919.7802,1350,1900,2550,3350,4300,5400,0
672,919.7802,1350,1900,2550,3350,4300,5400,0
673,919.7802,1350,1900,2550,3350,4300,5400,0
674,919.7802,1350,1900,2550,3350,4300,5400,0
675,919.7802,1350,1900,2550,3350,4300,5400,0
676,919.7802,1350,1900,2550,3350,4300,5400,0
677,919.7802,1350,1900,2550,3350,4300,5400,0
678,919.7802,1350,1900,2550,3350,4300,5400,0
679,919.7802,1350,1900,2550,3350,4300,5400,0
680,919.7802,1350,1900,2550,3350,4300,5400,0
681,919.7802,1350,1900,2550,3350,4300,5400,0
682,919.7802,1350,1900,2550,3350,4300,5400,0
683,919.7802,1350,1900,2550,3350,4300,5400,0
684,919.7802,1350,1900,2550,3350,4300,5400,0
685,919.7802,1350,1900,2550,3350,4300,5400,0
686,919.7802,1350,1900,2550,3350,4300,5400,0
687,919.7802,1350,1900,2550,3350,4300,5400,0
688,919.7802,1350,1900,2550,3350,4300,5400,0
689,919.7802,1350,1900,2550,3350,4300,5400,0
690,919.7802,1350,1900,2550,3350,4300,5400,0
691,919.7802,1350,1900,2550,3350,4300,5400,0
692,919.7802,1350,1900,2550,3350,4300,5400,0
693,919.7802,1350,1900,2550,3350,4300,5400,0
694,919.7802,1350,1900,2550,3350,4300,5400,0
695,919.7802,1350,1900,2550,3350,4300,5400,0
696,919.7802,1350,1900,2550,3350,4300,5400,0
697,919.7802,1350,1900,2550,3350,4300,5400,0
698,919.7802,1350,1900,2550,3350,4300,5400,0
699,919.7802,1350,1900,2550,3350,4300,5400,0
700,919.7802,1350,1900,2550,3350,4300,5400,0
701,919.7802,1350,1900,2550,3350,4300,5400,0
702,919.7802,1350,1900,2550,3350,4300,5400,0
703,919.7802,1350,1900,2550,3350,4300,5400,0
704,919.7802,1350,1900,2550,3350,4300,5400,0
705,919.7802,1350,1900,2550,3350,4300,5400,0
706,919.7802,1350,1900,2550,3350,4300,5400,0
707,919.7802,1350,1900,2550,3350,4300,5400,0
708,919.7802,1350,1900,2550,3350,4300,5400,0
709,919.7802,1350,1900,2550,3350,4300,5400,0
710,919.7802,1350,1900,2550,3350,4300,5400,0
711,919.7802,1350,1900,2550,3350,4300,5400,0
712,919.7802,1350,1900,2550,3350,4300,5400,0
713,919.7802,1350,1900,2550,3350,4300,5400,0
714,919.7802,1350,1900,2550,3350,4300,5400,0
715,919.7802,1350,1900,2550,3350,4300,5400,0
716,919.7802,1350,1900,2550,3350,4300,5400,0
717,919.7802,1350,1900,2550,3350,4300,5400,0
718,919.7802,1350,1900,2550,3350,4300,5400,0
719,919.7802,1350,1900,2550,3350,4300,5400,0
720,919.7802,1350,1900,2550,3350,4300,5400,0
721,919.7802,1350,1900,2550,3350,4300,5400,0
722,919.7802,1350,1900,2550,3350,4300,5400,0
723,919.7802,1350,1900,2550,3350,4300,5400,0
724,919.7802,1350,1900,2550,3350,4300,5400,0
725,919.7802,1350,1900,2550,3350,4300,5400,0
726,919.7802,1350,1900,2550,3350,4300,5400,0
727,919.7802,1350,1900,2550,3350,4300,5400,0
728,919.7802,1350,1900,2550,3350,4300,5400,0
729,919.7802,1350,1900,2550,3350,4300,5400,0
730,919.7802,1350,1900,2550,3350,4300,5400,0
731,919.7802,1350,1900,2550,3350,4300,5400,0
732,919.7802,1350,1900,2550,3350,4300,5400,0
733,919.7802,1350,1900,2550,3350,4300,5400,0
734,919.7802,1350,1900,2550,3350,4300,5400,0
735,919.7802,1350,1900,2550,3350,4300,5400,0
736,919.7802,1350,1900,2550,3350,4300,5400,0
737,919.7802,1350,1900,2550,3350,4300,5400,0
738,919.7802,1350,1900,2550,3350,4300,5400,0
739,919.7802,1350,1900,2550,3350,4300,5400,0
740,919.7802,1350,1900,2550,3350,4300,5400,0
741,919.7802,1350,1900,2550,3350,4300,5400,0
742,919.7802,1350,1900,2550,3350,4300,5400,0
743,919.7802,1350,1900,2550,3350,4300,5400,0
744,919.7802,1350,1900,2550,3350,4300,5400,0
745,919.7802,1350,1900,2550,3350,4300,5400,0
746,919.7802,1350,1900,2550,3350,4300,5400,0
747,919.7802,1350,1900,2550,3350,4300,5400,0
748,919.7802,1350,1900,2550,3350,4300,5400,0
749,919.7802,1350,1900,2550,3350,4300,5400,0
750,919.7802,1350,1900,2550,3350,4300,5400,0
751,919.7802,1350,1900,2550,3350,4300,5400,0
752,919.7802,1350,1900,2550,3350,4300,5400,0
753,919.7802,1350,1900,2550,3350,4300,5400,0
754,919.7802,1350,1900,2550,3350,4300,5400,0
755,919.7802,1350,1900,2550,3350,4300,5400,0
756,919.7802,1350,1900,2550,3350,4300,5400,0
757,919.7802,1350,1900,2550,3350,4300,5400,0
758,919.7802,1350,1900,2550,3350,4300,5400,0
759,919.7802,1350,1900,2550,3350,4300,5400,0
760,919.7802,1350,1900,2550,3350,4300,5400,0
761,919.7802,1350,1900,2550,3350,4300,5400,0
762,919.7802,1350,1900,2550,3350,4300,5400,0
763,919.7802,1350,1900,2550,3350,4300,5400,0
764,919.7802,1350,1900,2550,3350,4300,5400,0
765,919.7802,1350,1900,2550,3350,4300,5400,0
766,919.7802,1350,1900,2550,3350,4300,5400,0
767,919.7802,1350,1900,2550,3350,4300,5400,0
768,919.7802,1350,1900,2550,3350,4300,5400,0
769,919.7802,1350,1900,2550,3350,4300,5400,0
770,919.7802,1350,1900,2550,3350,4300,5400,0
